order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name
5441,774,438,12-10-2023,934.53,Grand Biryani Pure Veg
5442,211,417,25-12-2023,1324.6,Hotel Biryani North Indian
5443,155,408,07-04-2023,107.21,Darbar Eatery Family Restaurant
5444,312,348,26-03-2023,711.15,Royal Restaurant Andhra
5445,2651,437,29-06-2023,1310.37,Swagath Tiffins Chinese
5446,535,497,23-01-2023,1107.3,Hotel Delights South Indian
5447,1239,115,08-09-2023,780.14,Annapurna Eatery Non-Veg
5448,1841,106,27-11-2023,776.37,Spice Foods Non-Veg
5449,2842,459,19-11-2023,1126.72,Sai Delights Non-Veg
5450,933,324,09-10-2023,753.13,Grand Delights Multicuisine
5451,154,214,14-11-2023,755.28,Amma Foods North Indian
5452,973,262,20-01-2023,1001.99,Hotel Cafe Punjabi
5453,973,101,24-10-2023,1119.71,Sai Kitchen South Indian
5454,871,230,12-10-2023,1007.21,Sai Tiffins Andhra
5455,1219,174,07-08-2023,708.29,Amma Biryani North Indian
5456,2633,86,20-01-2023,351.71,Sri Curry House Chinese
5457,2223,352,23-07-2023,1310.31,Hotel Kitchen Multicuisine
5458,1774,94,02-09-2023,1017.8,Taste of Eatery Andhra
5459,1313,364,08-10-2023,251.91,Sri Foods Non-Veg
5460,2908,203,07-05-2023,1424.34,New Kitchen Pure Veg
5461,2122,321,22-08-2023,322.4,Sai Restaurant Non-Veg
5462,2237,369,30-03-2023,930.94,Amma Foods Chinese
5463,1779,148,25-03-2023,1366.88,Swagath Restaurant North Indian
5464,1081,170,22-01-2023,1233.77,Spice Tiffins Family Restaurant
5465,575,177,19-09-2023,1084.83,Udupi Restaurant South Indian
5466,252,349,14-10-2023,237.05,Taste of Eatery Punjabi
5467,743,156,27-02-2023,499.31,Sri Tiffins North Indian
5468,329,60,01-11-2023,1124.59,Grand Restaurant North Indian
5469,2366,214,25-09-2023,727.08,Amma Foods North Indian
5470,1583,187,10-06-2023,569.3,Royal Kitchen North Indian
5471,374,80,01-03-2023,882.66,Spice Mess Chinese
5472,1462,481,24-12-2023,331.26,Sai Restaurant Non-Veg
5473,373,112,28-10-2023,185.06,Grand Cafe Punjabi
5474,89,295,14-10-2023,844.33,Sai Cafe South Indian
5475,2297,433,16-08-2023,491.82,Sai Mess Multicuisine
5476,457,281,31-05-2023,716.27,Swagath Cafe Non-Veg
5477,2462,170,21-06-2023,965.14,Spice Tiffins Family Restaurant
5478,279,252,10-11-2023,340.34,New Eatery South Indian
5479,679,91,30-09-2023,905.37,Annapurna Mess Non-Veg
5480,1970,21,31-12-2023,438.31,Grand Biryani Family Restaurant
5481,49,387,28-05-2023,153.43,New Tiffins Andhra
5482,625,137,14-05-2023,1005.21,Swagath Delights Andhra
5483,1294,184,01-01-2023,821.02,Annapurna Tiffins Punjabi
5484,1153,95,15-06-2023,520.91,Classic Biryani North Indian
5485,2899,107,07-02-2023,936.22,Spice Kitchen Punjabi
5486,574,442,18-07-2023,346.38,Sai Eatery Andhra
5487,2915,467,07-11-2023,912.88,Sai Biryani South Indian
5488,2875,435,21-05-2023,830.96,Classic Delights North Indian
5489,1515,196,09-07-2023,293.07,Hotel Curry House Chinese
5490,1896,272,14-02-2023,172.75,New Dhaba Pure Veg
5491,1220,285,23-04-2023,458.72,Ruchi Eatery North Indian
5492,326,437,02-09-2023,767.89,Swagath Tiffins Chinese
5493,1490,86,06-01-2023,993.09,Sri Curry House Chinese
5494,45,482,19-02-2023,970.1,Classic Tiffins Pure Veg
5495,2390,1,10-05-2023,820.63,Royal Kitchen Family Restaurant
5496,1598,367,24-12-2023,1053.37,Ruchi Restaurant Punjabi
5497,2341,60,26-10-2023,1344.32,Grand Restaurant North Indian
5498,1207,279,08-06-2023,1194.05,Sri Tiffins Andhra
5499,931,389,25-11-2023,125.68,Ruchi Mess Multicuisine
5500,717,478,20-10-2023,204.17,New Tiffins Pure Veg
5501,576,125,17-01-2023,466.49,Sai Foods Family Restaurant
5502,2883,374,05-05-2023,1262.83,Annapurna Curry House Multicuisine
5503,719,203,17-02-2023,276.14,New Kitchen Pure Veg
5504,98,425,14-08-2023,872.36,Ruchi Curry House Punjabi
5505,466,263,19-08-2023,1066.84,Grand Curry House Andhra
5506,135,346,13-08-2023,1468.34,Amma Dhaba Non-Veg
5507,2115,265,10-12-2023,1131.19,Udupi Curry House Andhra
5508,601,58,17-07-2023,1237.19,Sai Biryani Multicuisine
5509,2797,451,29-12-2023,1302.28,Classic Curry House Andhra
5510,894,371,07-02-2023,687.24,Sai Dhaba Family Restaurant
5511,336,406,30-12-2023,732.16,Spice Foods Non-Veg
5512,1091,200,23-11-2023,471.22,Annapurna Restaurant Pure Veg
5513,786,176,08-07-2023,741.23,Classic Delights North Indian
5514,1659,403,28-10-2023,426.37,Sai Delights Pure Veg
5515,2421,441,15-08-2023,886.14,Darbar Curry House Family Restaurant
5516,2996,95,03-08-2023,250.75,Classic Biryani North Indian
5517,1621,268,27-03-2023,1291.67,Annapurna Biryani Multicuisine
5518,2532,314,25-11-2023,462.33,New Eatery Punjabi
5519,2402,480,16-03-2023,1164.25,Ruchi Curry House South Indian
5520,1626,249,11-08-2023,1431.77,Royal Kitchen North Indian
5521,634,166,01-11-2023,1265.99,Classic Cafe Andhra
5522,1549,29,03-10-2023,834.96,Spice Kitchen Pure Veg
5523,671,136,17-03-2023,667.08,Hotel Cafe South Indian
5524,1539,28,06-04-2023,1344.33,Swagath Delights Multicuisine
5525,2762,217,02-06-2023,1363.78,Royal Eatery Family Restaurant
5526,748,208,30-10-2023,906.08,New Curry House South Indian
5527,1768,120,13-06-2023,809.8,Classic Biryani Multicuisine
5528,2931,449,20-01-2023,1488.52,Sai Restaurant South Indian
5529,1479,220,03-02-2023,1439.84,Spice Kitchen North Indian
5530,1398,271,24-05-2023,1173.6,Hotel Curry House North Indian
5531,2606,422,04-04-2023,642.5,Sai Curry House South Indian
5532,656,369,15-06-2023,726.71,Amma Foods Chinese
5533,1311,340,26-09-2023,944.69,Ruchi Tiffins Punjabi
5534,1384,418,14-06-2023,445.72,Annapurna Foods Multicuisine
5535,751,457,10-08-2023,1107.83,Sai Delights Multicuisine
5536,1210,480,10-09-2023,1019.55,Ruchi Curry House South Indian
5537,445,165,03-09-2023,238.97,Udupi Kitchen Chinese
5538,2742,143,15-12-2023,758.12,Classic Cafe Punjabi
5539,606,401,13-04-2023,897.62,Darbar Eatery Pure Veg
5540,2722,397,17-11-2023,1115.45,Amma Foods Family Restaurant
5541,1669,10,29-09-2023,1131.84,Darbar Restaurant Andhra
5542,735,122,16-05-2023,1300.55,Amma Eatery Non-Veg
5543,2920,332,11-12-2023,162.56,Classic Delights Family Restaurant
5544,118,494,15-05-2023,232.04,Hotel Restaurant North Indian
5545,1014,439,03-07-2023,1021.18,Classic Cafe Family Restaurant
5546,1685,236,10-03-2023,592.18,Hotel Eatery Non-Veg
5547,52,240,21-02-2023,252.76,New Mess Andhra
5548,1615,103,21-01-2023,697.5,Darbar Restaurant North Indian
5549,413,317,04-11-2023,1175.81,Darbar Cafe Pure Veg
5550,225,252,18-02-2023,907.11,New Eatery South Indian
5551,1624,402,10-10-2023,1468.03,Sai Restaurant Andhra
5552,597,10,15-04-2023,100.2,Darbar Restaurant Andhra
5553,2749,420,10-03-2023,1175.85,Ruchi Tiffins Chinese
5554,1853,401,29-07-2023,1090.01,Darbar Eatery Pure Veg
5555,2505,145,22-09-2023,527.96,Amma Restaurant South Indian
5556,2725,428,08-10-2023,879.72,Annapurna Foods Punjabi
5557,1398,100,08-10-2023,1135.88,Spice Delights Family Restaurant
5558,1482,305,06-07-2023,488.78,Udupi Delights Multicuisine
5559,46,33,26-05-2023,657.45,Amma Foods Non-Veg
5560,1846,110,12-04-2023,371.32,Amma Kitchen South Indian
5561,747,441,25-12-2023,451.48,Darbar Curry House Family Restaurant
5562,1144,139,04-07-2023,271.14,Ruchi Cafe South Indian
5563,1138,282,05-11-2023,326.12,Hotel Curry House Chinese
5564,1201,65,08-02-2023,384.96,Grand Eatery Non-Veg
5565,1566,123,03-09-2023,1478.16,Grand Restaurant Non-Veg
5566,1952,43,26-09-2023,1242.18,Sai Cafe North Indian
5567,1491,226,20-10-2023,505.1,Darbar Curry House Andhra
5568,1845,216,06-04-2023,1460.53,Classic Delights Non-Veg
5569,2052,270,11-11-2023,661.33,Taste of Biryani North Indian
5570,1345,494,11-09-2023,713.75,Hotel Restaurant North Indian
5571,878,261,13-07-2023,251.54,Spice Mess Non-Veg
5572,660,203,25-09-2023,367.26,New Kitchen Pure Veg
5573,2802,102,09-12-2023,1215.24,Darbar Foods Andhra
5574,1375,97,05-10-2023,1039.11,Annapurna Delights Andhra
5575,390,471,22-03-2023,427.97,Swagath Tiffins Punjabi
5576,1025,167,09-12-2023,122.87,Grand Tiffins Non-Veg
5577,2395,166,02-10-2023,1340.14,Classic Cafe Andhra
5578,2279,207,06-01-2023,1040.88,Grand Cafe Andhra
5579,1113,10,23-06-2023,154.81,Darbar Restaurant Andhra
5580,1840,25,16-09-2023,1388.59,Swagath Cafe Punjabi
5581,1716,324,04-08-2023,902.88,Grand Delights Multicuisine
5582,2519,428,26-11-2023,1411.89,Annapurna Foods Punjabi
5583,1500,334,23-06-2023,410.94,Darbar Tiffins Family Restaurant
5584,902,57,06-12-2023,1225.34,Spice Mess Punjabi
5585,1653,47,30-05-2023,420.11,Ruchi Cafe Punjabi
5586,2705,50,23-12-2023,1077.23,Taste of Cafe Punjabi
5587,2419,83,12-03-2023,874.66,Darbar Mess Pure Veg
5588,1613,238,20-09-2023,892.23,New Foods South Indian
5589,2532,326,16-12-2023,1212.83,Classic Mess Punjabi
5590,1735,204,05-03-2023,1208.77,Udupi Dhaba Non-Veg
5591,332,350,19-05-2023,1052.93,Classic Curry House South Indian
5592,2501,270,17-09-2023,742.97,Taste of Biryani North Indian
5593,1495,301,11-10-2023,1177.13,Classic Tiffins North Indian
5594,1510,252,27-12-2023,497.93,New Eatery South Indian
5595,2864,163,03-06-2023,492.31,Spice Delights Multicuisine
5596,2758,351,27-06-2023,1062.23,Spice Dhaba Non-Veg
5597,2090,104,16-09-2023,366.1,Grand Dhaba South Indian
5598,1208,448,23-09-2023,617.7,Amma Biryani Family Restaurant
5599,2741,94,25-03-2023,254.39,Taste of Eatery Andhra
5600,205,128,26-12-2023,563.73,Swagath Kitchen South Indian
5601,2135,485,25-10-2023,1247.77,Grand Dhaba Andhra
5602,990,42,10-02-2023,1345.52,Udupi Mess North Indian
5603,2880,394,12-07-2023,1174.34,Grand Tiffins South Indian
5604,253,407,22-08-2023,934.14,Grand Cafe Chinese
5605,1851,133,18-10-2023,985.83,Spice Foods Non-Veg
5606,1127,324,19-08-2023,592.69,Grand Delights Multicuisine
5607,2913,110,02-04-2023,765.74,Amma Kitchen South Indian
5608,1950,452,23-06-2023,214.35,Classic Delights Multicuisine
5609,1792,191,27-05-2023,964.38,Grand Mess North Indian
5610,1849,325,08-06-2023,1240.48,Sri Cafe North Indian
5611,1355,167,08-10-2023,499.52,Grand Tiffins Non-Veg
5612,1989,212,05-06-2023,1340.82,Sai Delights North Indian
5613,1908,105,02-01-2023,1380.36,Amma Curry House South Indian
5614,1170,243,24-07-2023,1320.72,Grand Tiffins South Indian
5615,1310,305,04-06-2023,148.17,Udupi Delights Multicuisine
5616,2724,357,01-03-2023,1204.31,Grand Mess Punjabi
5617,54,73,05-07-2023,804.25,Spice Mess Andhra
5618,1788,208,19-01-2023,613.58,New Curry House South Indian
5619,940,69,23-05-2023,872.33,Classic Tiffins Punjabi
5620,358,111,14-08-2023,1231.4,Ruchi Dhaba Chinese
5621,2793,332,17-08-2023,1064.7,Classic Delights Family Restaurant
5622,210,455,17-08-2023,358.15,Ruchi Dhaba Pure Veg
5623,2107,105,07-12-2023,469.19,Amma Curry House South Indian
5624,1198,71,27-10-2023,1201.35,New Dhaba Non-Veg
5625,1550,332,17-08-2023,168.04,Classic Delights Family Restaurant
5626,1612,281,23-01-2023,1286.88,Swagath Cafe Non-Veg
5627,1064,451,01-04-2023,1204.71,Classic Curry House Andhra
5628,1774,345,21-11-2023,856.52,Sai Tiffins Chinese
5629,2920,143,22-09-2023,353.49,Classic Cafe Punjabi
5630,2904,479,19-09-2023,1475.39,Grand Mess Andhra
5631,91,45,24-07-2023,951.04,Annapurna Restaurant Punjabi
5632,2772,80,10-12-2023,348.33,Spice Mess Chinese
5633,746,284,17-06-2023,484.8,Ruchi Foods Multicuisine
5634,107,405,19-08-2023,1441.22,Royal Dhaba Punjabi
5635,1348,297,09-11-2023,735.93,Grand Tiffins Andhra
5636,2840,435,15-03-2023,1421.46,Classic Delights North Indian
5637,2577,110,15-05-2023,891.8,Amma Kitchen South Indian
5638,567,49,09-09-2023,1102.87,Amma Curry House Punjabi
5639,1007,119,04-04-2023,175.83,Spice Restaurant Non-Veg
5640,1798,55,20-11-2023,340.19,Darbar Restaurant Multicuisine
5641,2586,66,18-10-2023,1353.68,Swagath Dhaba Punjabi
5642,641,163,15-08-2023,357.16,Spice Delights Multicuisine
5643,987,435,14-06-2023,824.5,Classic Delights North Indian
5644,2390,436,30-06-2023,1381.89,Swagath Tiffins Punjabi
5645,1299,2,18-04-2023,675.8,Royal Delights South Indian
5646,2880,12,02-03-2023,949.3,Royal Foods Multicuisine
5647,2024,204,21-12-2023,785.31,Udupi Dhaba Non-Veg
5648,2709,397,05-10-2023,1012.09,Amma Foods Family Restaurant
5649,778,157,18-10-2023,946.55,Sai Restaurant Family Restaurant
5650,2189,195,08-08-2023,880.27,Taste of Delights Multicuisine
5651,2186,271,01-11-2023,953.02,Hotel Curry House North Indian
5652,808,319,19-12-2023,1127.76,Darbar Eatery Family Restaurant
5653,2517,171,14-06-2023,1181.55,Ruchi Mess Non-Veg
5654,1603,288,13-08-2023,689.74,Swagath Restaurant North Indian
5655,754,459,03-03-2023,502.38,Sai Delights Non-Veg
5656,1335,461,04-06-2023,243.78,Sai Curry House Multicuisine
5657,376,257,01-04-2023,730.91,Sri Kitchen Family Restaurant
5658,1785,2,18-04-2023,1454.61,Royal Delights South Indian
5659,1447,255,06-04-2023,510.53,Hotel Tiffins Punjabi
5660,1119,203,06-11-2023,754,New Kitchen Pure Veg
5661,881,452,24-08-2023,1324.56,Classic Delights Multicuisine
5662,2602,450,15-02-2023,561.11,New Foods Chinese
5663,1095,159,10-07-2023,375.81,Darbar Dhaba Punjabi
5664,2866,15,28-01-2023,881.19,Classic Cafe Multicuisine
5665,739,58,20-03-2023,1129.08,Sai Biryani Multicuisine
5666,1065,350,15-08-2023,107.57,Classic Curry House South Indian
5667,67,157,27-01-2023,1044.41,Sai Restaurant Family Restaurant
5668,1579,132,28-09-2023,454.4,Spice Tiffins Chinese
5669,95,416,17-05-2023,633.15,Amma Cafe Pure Veg
5670,15,279,29-01-2023,1201.67,Sri Tiffins Andhra
5671,2674,471,01-03-2023,680.21,Swagath Tiffins Punjabi
5672,2036,475,02-08-2023,990.17,Ruchi Kitchen Punjabi
5673,1373,163,19-06-2023,693.03,Spice Delights Multicuisine
5674,1143,296,13-02-2023,1498.11,Grand Restaurant Multicuisine
5675,2545,63,28-10-2023,615.86,Ruchi Foods South Indian
5676,85,466,05-10-2023,625.03,Sai Cafe South Indian
5677,1928,184,17-01-2023,138.2,Annapurna Tiffins Punjabi
5678,138,173,22-04-2023,256.31,Darbar Delights South Indian
5679,1219,110,12-06-2023,1082.76,Amma Kitchen South Indian
5680,1964,24,09-05-2023,1129.73,Udupi Biryani South Indian
5681,1984,305,14-10-2023,1044.21,Udupi Delights Multicuisine
5682,2674,92,18-07-2023,826.56,Amma Delights Pure Veg
5683,1580,88,28-10-2023,1273.54,Ruchi Eatery North Indian
5684,1302,110,03-04-2023,690.85,Amma Kitchen South Indian
5685,2778,310,07-08-2023,986.7,Spice Cafe Pure Veg
5686,1359,13,05-12-2023,959.95,Taste of Mess Punjabi
5687,778,240,07-04-2023,1436.01,New Mess Andhra
5688,2290,467,07-08-2023,459.56,Sai Biryani South Indian
5689,2010,15,22-02-2023,414.38,Classic Cafe Multicuisine
5690,1762,143,24-04-2023,841.87,Classic Cafe Punjabi
5691,187,305,24-05-2023,449.78,Udupi Delights Multicuisine
5692,2255,285,25-08-2023,1406.18,Ruchi Eatery North Indian
5693,281,133,03-06-2023,918.62,Spice Foods Non-Veg
5694,811,390,14-03-2023,287.47,Grand Restaurant Pure Veg
5695,2793,198,24-07-2023,1254.74,Annapurna Tiffins North Indian
5696,2746,266,26-10-2023,1291.43,Annapurna Delights Multicuisine
5697,482,310,02-08-2023,1085.47,Spice Cafe Pure Veg
5698,2415,287,16-04-2023,118.34,Amma Cafe South Indian
5699,1111,304,26-08-2023,1411.18,Hotel Tiffins Andhra
5700,2356,51,13-02-2023,1467.38,Sri Eatery South Indian
5701,1951,402,20-10-2023,1252.29,Sai Restaurant Andhra
5702,93,454,28-07-2023,150.66,Taste of Dhaba South Indian
5703,837,197,19-04-2023,1250.01,Sri Curry House North Indian
5704,32,348,26-01-2023,878.48,Royal Restaurant Andhra
5705,287,73,16-10-2023,310.67,Spice Mess Andhra
5706,2834,109,08-04-2023,1100.03,Swagath Delights South Indian
5707,190,46,10-07-2023,1086.33,Udupi Delights Family Restaurant
5708,1763,435,22-05-2023,962.77,Classic Delights North Indian
5709,1166,127,26-08-2023,483.43,Hotel Eatery Family Restaurant
5710,345,1,13-04-2023,1231.24,Royal Kitchen Family Restaurant
5711,423,1,06-08-2023,360.29,Royal Kitchen Family Restaurant
5712,1648,268,19-04-2023,672.44,Annapurna Biryani Multicuisine
5713,2281,435,30-07-2023,284.76,Classic Delights North Indian
5714,654,446,29-05-2023,749.28,Annapurna Cafe Andhra
5715,2599,453,19-02-2023,445.16,Annapurna Foods Punjabi
5716,1662,8,05-05-2023,1240.76,New Mess Punjabi
5717,2062,304,11-03-2023,283.58,Hotel Tiffins Andhra
5718,2046,140,10-05-2023,950.66,Royal Tiffins Punjabi
5719,1223,294,13-10-2023,1400.13,Hotel Dhaba Multicuisine
5720,1485,230,05-10-2023,921.24,Sai Tiffins Andhra
5721,2,127,07-07-2023,921.37,Hotel Eatery Family Restaurant
5722,942,170,25-04-2023,140.46,Spice Tiffins Family Restaurant
5723,734,165,30-01-2023,1339.59,Udupi Kitchen Chinese
5724,1280,19,13-11-2023,327.96,Classic Biryani Chinese
5725,1511,219,28-05-2023,1411.74,Taste of Cafe Andhra
5726,2695,414,17-12-2023,502.91,Darbar Delights South Indian
5727,841,117,19-10-2023,544.85,Darbar Eatery North Indian
5728,1213,233,20-01-2023,932.46,Grand Cafe Family Restaurant
5729,1518,458,22-12-2023,621.66,Swagath Mess Pure Veg
5730,1986,259,15-11-2023,1229.56,Amma Curry House Family Restaurant
5731,1458,201,27-11-2023,352.56,Spice Cafe Pure Veg
5732,2735,188,01-01-2023,1089.66,Swagath Mess Multicuisine
5733,837,289,02-07-2023,874.95,Sri Biryani Punjabi
5734,304,127,30-11-2023,778.62,Hotel Eatery Family Restaurant
5735,1190,331,28-08-2023,938.02,Spice Biryani Non-Veg
5736,2526,171,17-05-2023,1061.64,Ruchi Mess Non-Veg
5737,1107,88,29-12-2023,1404.25,Ruchi Eatery North Indian
5738,2917,456,15-04-2023,822.05,Hotel Dhaba Chinese
5739,713,474,09-12-2023,349.17,Annapurna Tiffins Pure Veg
5740,2511,22,24-07-2023,1202.96,Sri Biryani Non-Veg
5741,634,120,14-12-2023,1154.72,Classic Biryani Multicuisine
5742,2848,75,23-06-2023,495.57,New Cafe South Indian
5743,597,17,21-09-2023,1451.91,Udupi Delights Non-Veg
5744,2341,156,05-04-2023,588.26,Sri Tiffins North Indian
5745,2235,125,02-08-2023,1183.74,Sai Foods Family Restaurant
5746,798,71,24-09-2023,976.11,New Dhaba Non-Veg
5747,2937,274,20-08-2023,1151.26,Amma Mess Andhra
5748,2302,170,07-09-2023,557.08,Spice Tiffins Family Restaurant
5749,1740,423,05-07-2023,1096.56,Royal Tiffins Multicuisine
5750,1239,483,16-10-2023,288.78,Darbar Restaurant Family Restaurant
5751,1223,150,17-04-2023,1142.84,Sri Cafe Non-Veg
5752,839,207,22-03-2023,1267.42,Grand Cafe Andhra
5753,1357,406,26-05-2023,650.32,Spice Foods Non-Veg
5754,975,279,30-08-2023,646.63,Sri Tiffins Andhra
5755,1440,361,22-05-2023,298.86,Royal Dhaba Punjabi
5756,2519,443,09-10-2023,1463.89,Darbar Foods Andhra
5757,1681,491,19-12-2023,713.56,Classic Tiffins Chinese
5758,206,187,24-11-2023,660.6,Royal Kitchen North Indian
5759,627,423,05-10-2023,1485.17,Royal Tiffins Multicuisine
5760,2862,65,25-04-2023,1088.76,Grand Eatery Non-Veg
5761,1928,39,17-06-2023,1375.17,Ruchi Delights South Indian
5762,2775,94,23-07-2023,850.03,Taste of Eatery Andhra
5763,1862,333,07-09-2023,286.22,Amma Mess Multicuisine
5764,2759,432,09-09-2023,1493.3,Hotel Eatery Pure Veg
5765,2742,161,27-11-2023,1293.42,Annapurna Biryani South Indian
5766,1438,257,17-10-2023,1177.45,Sri Kitchen Family Restaurant
5767,1,375,12-07-2023,1289.66,Hotel Delights Multicuisine
5768,479,497,05-08-2023,1090.69,Hotel Delights South Indian
5769,1468,423,05-12-2023,1026.06,Royal Tiffins Multicuisine
5770,379,270,05-12-2023,1455.6,Taste of Biryani North Indian
5771,2330,136,25-12-2023,1489.38,Hotel Cafe South Indian
5772,1780,495,26-01-2023,1370.68,Ruchi Curry House North Indian
5773,854,183,11-07-2023,1097.43,Taste of Biryani Non-Veg
5774,2920,33,27-01-2023,955.96,Amma Foods Non-Veg
5775,1532,51,04-06-2023,174.18,Sri Eatery South Indian
5776,2264,364,20-02-2023,1052.94,Sri Foods Non-Veg
5777,1018,84,31-05-2023,154.51,Grand Mess Chinese
5778,1866,142,01-04-2023,197.67,Ruchi Eatery Family Restaurant
5779,392,476,29-04-2023,1342.83,Royal Curry House Multicuisine
5780,2873,60,03-02-2023,141.67,Grand Restaurant North Indian
5781,1387,500,22-09-2023,1484.73,Grand Eatery Family Restaurant
5782,2329,146,20-10-2023,1196.67,Swagath Curry House Punjabi
5783,2148,29,21-06-2023,967.92,Spice Kitchen Pure Veg
5784,2246,37,02-02-2023,1342.83,Swagath Dhaba Andhra
5785,451,83,16-08-2023,445.18,Darbar Mess Pure Veg
5786,354,377,15-09-2023,172.73,Amma Kitchen Pure Veg
5787,2150,163,01-11-2023,835.3,Spice Delights Multicuisine
5788,1974,480,16-09-2023,831.01,Ruchi Curry House South Indian
5789,2428,170,21-03-2023,1169.33,Spice Tiffins Family Restaurant
5790,839,108,12-11-2023,612.7,Darbar Curry House North Indian
5791,514,3,04-05-2023,952.79,Darbar Eatery Andhra
5792,2751,50,05-06-2023,1385.02,Taste of Cafe Punjabi
5793,868,497,22-02-2023,743.07,Hotel Delights South Indian
5794,1032,9,30-05-2023,247.71,Classic Mess Family Restaurant
5795,1417,483,02-03-2023,105.23,Darbar Restaurant Family Restaurant
5796,1401,91,09-01-2023,562.93,Annapurna Mess Non-Veg
5797,1210,143,12-08-2023,217.11,Classic Cafe Punjabi
5798,1932,145,31-12-2023,742.69,Amma Restaurant South Indian
5799,2038,270,17-01-2023,479.64,Taste of Biryani North Indian
5800,873,13,13-01-2023,1435.9,Taste of Mess Punjabi
5801,998,63,11-10-2023,416.68,Ruchi Foods South Indian
5802,878,112,18-05-2023,1396.66,Grand Cafe Punjabi
5803,1775,365,20-06-2023,1319.04,Udupi Kitchen Multicuisine
5804,669,367,12-10-2023,1430.5,Ruchi Restaurant Punjabi
5805,2453,431,09-01-2023,1424,Udupi Tiffins Punjabi
5806,841,318,13-10-2023,1383.07,Hotel Tiffins Pure Veg
5807,2157,399,27-08-2023,988.26,Swagath Cafe Multicuisine
5808,2771,223,11-10-2023,1062.86,Amma Eatery Punjabi
5809,1824,480,22-03-2023,1003.26,Ruchi Curry House South Indian
5810,1304,318,17-05-2023,700.31,Hotel Tiffins Pure Veg
5811,1668,122,08-05-2023,937.84,Amma Eatery Non-Veg
5812,479,143,14-11-2023,576.16,Classic Cafe Punjabi
5813,1678,351,14-12-2023,1082.81,Spice Dhaba Non-Veg
5814,920,486,11-05-2023,1253.35,Udupi Mess Andhra
5815,1449,384,14-02-2023,727.74,Annapurna Biryani Andhra
5816,332,85,02-10-2023,1026.55,Royal Kitchen South Indian
5817,277,1,12-03-2023,1371.59,Royal Kitchen Family Restaurant
5818,2624,8,15-03-2023,414.07,New Mess Punjabi
5819,734,467,04-03-2023,1467.83,Sai Biryani South Indian
5820,1190,30,24-12-2023,1231.53,Spice Tiffins Non-Veg
5821,822,290,15-09-2023,751.54,Taste of Kitchen Chinese
5822,597,9,16-11-2023,1409.35,Classic Mess Family Restaurant
5823,1937,316,06-08-2023,464.49,Darbar Tiffins Andhra
5824,1274,492,10-10-2023,1481.61,Swagath Kitchen North Indian
5825,796,90,19-11-2023,819.86,Classic Biryani Pure Veg
5826,1703,37,14-12-2023,1198.97,Swagath Dhaba Andhra
5827,435,188,16-02-2023,882.93,Swagath Mess Multicuisine
5828,918,479,31-03-2023,1357.97,Grand Mess Andhra
5829,488,285,04-08-2023,1316.39,Ruchi Eatery North Indian
5830,880,403,15-01-2023,186.99,Sai Delights Pure Veg
5831,2358,330,23-12-2023,457.25,Udupi Eatery Multicuisine
5832,720,153,09-09-2023,1226.13,Annapurna Mess Andhra
5833,2660,96,01-06-2023,774.28,Annapurna Biryani Non-Veg
5834,1059,320,16-02-2023,219.63,Hotel Cafe Multicuisine
5835,685,140,04-10-2023,802.1,Royal Tiffins Punjabi
5836,378,153,20-02-2023,1036.26,Annapurna Mess Andhra
5837,1821,340,04-06-2023,1177.42,Ruchi Tiffins Punjabi
5838,918,328,17-09-2023,777.5,Ruchi Curry House Andhra
5839,1937,124,31-07-2023,998.96,Spice Dhaba Andhra
5840,2517,355,14-05-2023,1435.4,Swagath Restaurant Chinese
5841,318,364,31-05-2023,1067.3,Sri Foods Non-Veg
5842,1419,240,16-11-2023,1326.46,New Mess Andhra
5843,478,311,26-06-2023,1126.84,New Delights Family Restaurant
5844,1467,424,27-04-2023,1302.7,Sai Cafe Family Restaurant
5845,706,257,28-07-2023,616.09,Sri Kitchen Family Restaurant
5846,2955,218,30-01-2023,1249.63,Sai Foods Pure Veg
5847,2057,331,10-03-2023,1054.69,Spice Biryani Non-Veg
5848,1033,490,26-10-2023,1060.71,Swagath Curry House Punjabi
5849,2106,293,02-03-2023,952.44,Royal Eatery South Indian
5850,1151,190,19-06-2023,551.56,Amma Restaurant Pure Veg
5851,1628,433,08-03-2023,337.58,Sai Mess Multicuisine
5852,2089,294,18-11-2023,1175.4,Hotel Dhaba Multicuisine
5853,2432,50,05-04-2023,508.73,Taste of Cafe Punjabi
5854,2283,287,27-07-2023,1447.32,Amma Cafe South Indian
5855,291,376,05-04-2023,610.36,Amma Cafe Non-Veg
5856,1844,178,26-08-2023,1229.48,Sai Mess North Indian
5857,669,234,22-01-2023,1288.72,Swagath Kitchen North Indian
5858,1468,439,05-10-2023,306.87,Classic Cafe Family Restaurant
5859,2585,421,20-08-2023,295.21,Ruchi Foods Chinese
5860,1098,40,13-12-2023,590.67,Royal Curry House Non-Veg
5861,417,495,07-08-2023,1062.62,Ruchi Curry House North Indian
5862,590,255,14-03-2023,276.11,Hotel Tiffins Punjabi
5863,1697,182,30-09-2023,1396.62,Annapurna Restaurant Andhra
5864,686,486,25-08-2023,539.14,Udupi Mess Andhra
5865,2835,350,20-05-2023,563.57,Classic Curry House South Indian
5866,2500,102,02-08-2023,1489.68,Darbar Foods Andhra
5867,1300,187,10-03-2023,528.97,Royal Kitchen North Indian
5868,1350,460,09-09-2023,1137.18,New Biryani Andhra
